Year,Quarter,client_lobby_actor_id,client_name,LDA_lobbying_expenses_avg
2021,1,18531,National Right To Work Committee,90000.000000
2021,4,18531,National Right To Work Committee,340000.000000
2022,3,18531,National Right To Work Committee,190000.000000
2023,2,18531,National Right To Work Committee,260000.000000
2024,1,18531,National Right To Work Committee,180000.000000
2010,1,21881,HR Policy Association,470000.000000
2010,4,21881,HR Policy Association,400000.000000
2011,3,21881,HR Policy Association,380000.000000
2012,2,21881,HR Policy Association,450000.000000
2013,1,21881,HR Policy Association,450000.000000
2014,4,22172,American Israel Public Affairs Committee,765823.000000
2015,3,22172,American Israel Public Affairs Committee,849356.000000
2016,2,22172,American Israel Public Affairs Committee,912216.000000
2017,1,22172,American Israel Public Affairs Committee,840442.000000
2017,4,22172,American Israel Public Affairs Committee,840988.000000
2018,3,22172,American Israel Public Affairs Committee,879936.000000
2019,2,22172,American Israel Public Affairs Committee,694578.000000
2020,1,22172,American Israel Public Affairs Committee,721290.000000
2020,4,22172,American Israel Public Affairs Committee,688309.000000
2021,3,22172,American Israel Public Affairs Committee,667734.000000
2022,2,22172,American Israel Public Affairs Committee,650750.000000
2012,3,22796,Friends Committee on National Legislation,335058.000000
2013,2,22796,Friends Committee on National Legislation,319837.000000
2014,1,22796,Friends Committee on National Legislation,585327.000000
2014,4,22796,Friends Committee on National Legislation,590000.000000
2015,3,22796,Friends Committee on National Legislation,350000.000000
2016,2,22796,Friends Committee on National Legislation,330000.000000
2017,1,22796,Friends Committee on National Legislation,503600.000000
2010,2,23796,Distilled Spirits Council of the United States,466666.666666
2011,1,23796,Distilled Spirits Council of the United States,357500.000000
2018,4,28928,Disney Worldwide Services Inc.,830000.000000
2019,3,28928,Disney Worldwide Services Inc.,880000.000000
2020,2,28928,Disney Worldwide Services Inc.,890000.000000
2021,1,28928,Disney Worldwide Services Inc.,1310000.000000
2021,4,28928,Disney Worldwide Services Inc.,800000.000000
2022,3,28928,Disney Worldwide Services Inc.,1020000.000000
2023,2,28928,Disney Worldwide Services Inc.,1180000.000000
2024,1,28928,Disney Worldwide Services Inc.,1520000.000000
2024,4,28928,Disney Worldwide Services Inc.,750000.000000
2010,1,29779,American Medical Association,1595000.000000
2010,4,29779,American Medical Association,1291250.000000
2011,3,29779,American Medical Association,1494800.000000
2012,2,29779,American Medical Association,926800.000000
2013,1,29779,American Medical Association,1029400.000000
2013,4,29779,American Medical Association,896500.000000
2014,3,29779,American Medical Association,894500.000000
2015,2,29779,American Medical Association,1184500.000000
2016,1,29779,American Medical Association,1357500.000000
2016,4,29779,American Medical Association,1039375.000000
2017,3,29779,American Medical Association,1021500.000000
2018,2,29779,American Medical Association,909500.000000
2019,1,29779,American Medical Association,1403500.000000
2023,4,31392,U.S. Beet Sugar Association,505000.000000
2024,3,31392,U.S. Beet Sugar Association,505000.000000
2011,4,33260,Gun Owners of America Inc.,335841.000000
2012,3,33260,Gun Owners of America Inc.,293832.000000
2013,2,33260,Gun Owners of America Inc.,370434.000000
2014,1,33260,Gun Owners of America Inc.,342172.000000
2014,4,33260,Gun Owners of America Inc.,418316.000000
2015,3,33260,Gun Owners of America Inc.,350462.000000
2016,2,33260,Gun Owners of America Inc.,309831.000000
2017,1,33260,Gun Owners of America Inc.,303613.000000
2017,4,33260,Gun Owners of America Inc.,397188.000000
2018,3,33260,Gun Owners of America Inc.,375539.000000
2019,2,33260,Gun Owners of America Inc.,373925.000000
2020,1,33260,Gun Owners of America Inc.,484889.000000
2020,4,33260,Gun Owners of America Inc.,566611.000000
2021,3,33260,Gun Owners of America Inc.,664197.000000
2022,2,33260,Gun Owners of America Inc.,847059.000000
2023,1,33260,Gun Owners of America Inc.,861706.000000
2010,3,33679,American Association of Orthopaedic Surgeons,296843.500000
2011,2,33679,American Association of Orthopaedic Surgeons,175968.500000
2012,1,33679,American Association of Orthopaedic Surgeons,507846.000000
2012,4,33679,American Association of Orthopaedic Surgeons,452485.000000
2013,3,33679,American Association of Orthopaedic Surgeons,157748.500000
2014,2,33679,American Association of Orthopaedic Surgeons,513836.000000
2015,1,33679,American Association of Orthopaedic Surgeons,465953.000000
2015,4,33679,American Association of Orthopaedic Surgeons,494459.000000
2016,3,33679,American Association of Orthopaedic Surgeons,268918.000000
2017,2,33679,American Association of Orthopaedic Surgeons,461408.000000
2018,2,10318,Alliance of Automobile Manufacturers Inc.,522600.000000
2019,1,10318,Alliance of Automobile Manufacturers Inc.,475000.000000
2016,4,14416,American Crystal Sugar Co.,788398.000000
2017,3,14416,American Crystal Sugar Co.,636650.000000
2018,2,14416,American Crystal Sugar Co.,815914.000000
2019,1,14416,American Crystal Sugar Co.,822645.000000
2019,4,14416,American Crystal Sugar Co.,784742.000000
2020,3,14416,American Crystal Sugar Co.,439297.000000
2021,2,14416,American Crystal Sugar Co.,1221578.000000
2022,1,14416,American Crystal Sugar Co.,1226900.000000
2022,4,14416,American Crystal Sugar Co.,512936.000000
2023,3,14416,American Crystal Sugar Co.,1026862.000000
2024,2,14416,American Crystal Sugar Co.,660457.000000
2010,1,18531,National Right To Work Committee,1460000.000000
2010,4,18531,National Right To Work Committee,310000.000000
2011,3,18531,National Right To Work Committee,290000.000000
2012,2,18531,National Right To Work Committee,740000.000000
2013,1,18531,National Right To Work Committee,660000.000000
2013,4,18531,National Right To Work Committee,650000.000000
2014,3,18531,National Right To Work Committee,350000.000000
2015,2,18531,National Right To Work Committee,210000.000000
2016,1,18531,National Right To Work Committee,180000.000000
2010,2,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",366994.000000
2011,1,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",324941.000000
2011,4,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",334348.000000
2012,3,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",454213.000000
2013,2,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",353282.000000
2014,1,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",291324.000000
2014,4,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",186052.000000
2015,3,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",344661.000000
2016,2,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",346855.000000
2017,1,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",363028.000000
2010,3,21881,HR Policy Association,280000.000000
2011,2,21881,HR Policy Association,380000.000000
2012,1,21881,HR Policy Association,450000.000000
2012,4,21881,HR Policy Association,500000.000000
2013,3,21881,HR Policy Association,450000.000000
2014,2,21881,HR Policy Association,550000.000000
2015,1,21881,HR Policy Association,295000.000000
2015,4,21881,HR Policy Association,550000.000000
2016,3,21881,HR Policy Association,560000.000000
2017,2,21881,HR Policy Association,590000.000000
2018,1,21881,HR Policy Association,650000.000000
2018,4,21881,HR Policy Association,650000.000000
2019,3,21881,HR Policy Association,670000.000000
2020,2,21881,HR Policy Association,700000.000000
2021,1,21881,HR Policy Association,730000.000000
2022,4,22172,American Israel Public Affairs Committee,741474.000000
2023,3,22172,American Israel Public Affairs Committee,767812.000000
2024,2,22172,American Israel Public Affairs Committee,786536.000000
2021,4,22796,Friends Committee on National Legislation,1000000.000000
2022,3,22796,Friends Committee on National Legislation,1000000.000000
2024,1,8895,International Paper Co.,330000.000000
2024,4,8895,International Paper Co.,325000.000000
2010,1,8900,Elevance Health Inc.,346000.000000
2010,4,8900,Elevance Health Inc.,210000.000000
2011,3,8900,Elevance Health Inc.,255000.000000
2012,2,8900,Elevance Health Inc.,260000.000000
2013,1,8900,Elevance Health Inc.,400000.000000
2013,4,8900,Elevance Health Inc.,352500.000000
2014,3,8900,Elevance Health Inc.,307500.000000
2015,2,8900,Elevance Health Inc.,325000.000000
2016,1,8900,Elevance Health Inc.,344000.000000
2019,4,9140,American Farm Bureau Federation,384730.000000
2020,3,9140,American Farm Bureau Federation,435350.500000
2021,2,9140,American Farm Bureau Federation,335000.000000
2022,1,9140,American Farm Bureau Federation,280000.000000
2022,4,9140,American Farm Bureau Federation,360000.000000
2023,3,9140,American Farm Bureau Federation,310000.000000
2024,2,9140,American Farm Bureau Federation,370000.000000
2010,1,14416,American Crystal Sugar Co.,691069.000000
2010,4,14416,American Crystal Sugar Co.,34674.000000
2011,3,14416,American Crystal Sugar Co.,206946.000000
2012,2,14416,American Crystal Sugar Co.,77987.000000
2013,1,14416,American Crystal Sugar Co.,1004117.000000
2013,4,14416,American Crystal Sugar Co.,127939.000000
2014,3,14416,American Crystal Sugar Co.,561198.000000
2015,2,14416,American Crystal Sugar Co.,678404.000000
2016,1,14416,American Crystal Sugar Co.,1132869.000000
2010,1,18177,American Academy of Family Physicians,798462.000000
2010,4,18177,American Academy of Family Physicians,219599.500000
2011,3,18177,American Academy of Family Physicians,401235.000000
2012,2,18177,American Academy of Family Physicians,408798.500000
2013,1,18177,American Academy of Family Physicians,349652.000000
2013,4,18177,American Academy of Family Physicians,383832.000000
2014,3,18177,American Academy of Family Physicians,258982.333333
2015,2,18177,American Academy of Family Physicians,342084.500000
2016,1,18177,American Academy of Family Physicians,387591.000000
2016,4,18177,American Academy of Family Physicians,242095.666666
2017,3,18177,American Academy of Family Physicians,383014.000000
2018,2,18177,American Academy of Family Physicians,427863.000000
2019,1,18177,American Academy of Family Physicians,499875.500000
2016,4,18531,National Right To Work Committee,80000.000000
2017,3,18531,National Right To Work Committee,260000.000000
2018,2,18531,National Right To Work Committee,170000.000000
2019,1,18531,National Right To Work Committee,180000.000000
2019,4,18531,National Right To Work Committee,140000.000000
2020,3,18531,National Right To Work Committee,300000.000000
2021,2,18531,National Right To Work Committee,480000.000000
2022,1,18531,National Right To Work Committee,260000.000000
2022,4,18531,National Right To Work Committee,70000.000000
2023,3,18531,National Right To Work Committee,290000.000000
2024,2,18531,National Right To Work Committee,447425.000000
2021,4,21881,HR Policy Association,900000.000000
2022,3,21881,HR Policy Association,820000.000000
2023,2,21881,HR Policy Association,990000.000000
2024,1,21881,HR Policy Association,240000.000000
2024,4,21881,HR Policy Association,240000.000000
2010,4,22172,American Israel Public Affairs Committee,688269.000000
2011,3,22172,American Israel Public Affairs Committee,710977.000000
2012,2,22172,American Israel Public Affairs Committee,527967.000000
2013,1,22172,American Israel Public Affairs Committee,791314.000000
2013,4,22172,American Israel Public Affairs Committee,741832.000000
2014,3,22172,American Israel Public Affairs Committee,771114.000000
2015,2,22172,American Israel Public Affairs Committee,843568.000000
2016,1,22172,American Israel Public Affairs Committee,911006.000000
2016,4,22172,American Israel Public Affairs Committee,874706.000000
2017,3,22172,American Israel Public Affairs Committee,813026.000000
2018,2,22172,American Israel Public Affairs Committee,875845.000000
2019,1,22172,American Israel Public Affairs Committee,741114.000000
2019,4,22172,American Israel Public Affairs Committee,816010.000000
2020,3,22172,American Israel Public Affairs Committee,604527.000000
2021,2,22172,American Israel Public Affairs Committee,689686.000000
2022,1,22172,American Israel Public Affairs Committee,690388.000000
2010,3,22796,Friends Committee on National Legislation,431413.000000
2011,2,22796,Friends Committee on National Legislation,365226.000000
2012,1,22796,Friends Committee on National Legislation,342955.000000
2012,4,22796,Friends Committee on National Legislation,499482.000000
2013,3,22796,Friends Committee on National Legislation,368182.000000
2014,2,22796,Friends Committee on National Legislation,648238.000000
2015,1,22796,Friends Committee on National Legislation,430000.000000
2015,4,22796,Friends Committee on National Legislation,1060000.000000
2016,3,22796,Friends Committee on National Legislation,283050.000000
2017,2,22796,Friends Committee on National Legislation,503040.000000
2018,1,22796,Friends Committee on National Legislation,500000.000000
2018,4,22796,Friends Committee on National Legislation,1000000.000000
2019,3,22796,Friends Committee on National Legislation,500000.000000
2020,2,22796,Friends Committee on National Legislation,504149.000000
2021,1,22796,Friends Committee on National Legislation,515000.000000
2010,3,23796,Distilled Spirits Council of the United States,450000.000000
2011,2,23796,Distilled Spirits Council of the United States,347500.000000
2012,1,23796,Distilled Spirits Council of the United States,330000.000000
2012,4,23796,Distilled Spirits Council of the United States,320000.000000
2013,3,23796,Distilled Spirits Council of the United States,312500.000000
2014,2,23796,Distilled Spirits Council of the United States,407500.000000
2015,1,23796,Distilled Spirits Council of the United States,377500.000000
2022,4,28928,Disney Worldwide Services Inc.,930000.000000
2023,3,28928,Disney Worldwide Services Inc.,840000.000000
2024,2,28928,Disney Worldwide Services Inc.,1110000.000000
2010,3,29779,American Medical Association,621250.000000
2011,2,29779,American Medical Association,914800.000000
2012,1,29779,American Medical Association,976800.000000
2012,4,29779,American Medical Association,726800.000000
2013,3,29779,American Medical Association,901400.000000
2014,2,29779,American Medical Association,820500.000000
2015,1,29779,American Medical Association,1168750.000000
2015,4,33260,Gun Owners of America Inc.,405925.000000
2016,3,33260,Gun Owners of America Inc.,328107.000000
2017,2,33260,Gun Owners of America Inc.,313067.000000
2018,1,33260,Gun Owners of America Inc.,378084.000000
2018,4,33260,Gun Owners of America Inc.,432727.000000
2019,3,33260,Gun Owners of America Inc.,432358.000000
2020,2,33260,Gun Owners of America Inc.,396879.000000
2021,1,33260,Gun Owners of America Inc.,618453.000000
2021,4,33260,Gun Owners of America Inc.,875136.000000
2022,3,33260,Gun Owners of America Inc.,764917.000000
2023,2,33260,Gun Owners of America Inc.,1020212.000000
2024,1,33260,Gun Owners of America Inc.,649305.000000
2010,2,33679,American Association of Orthopaedic Surgeons,229500.000000
2011,1,33679,American Association of Orthopaedic Surgeons,186312.500000
2011,4,33679,American Association of Orthopaedic Surgeons,428017.000000
2012,3,33679,American Association of Orthopaedic Surgeons,371731.000000
2013,2,33679,American Association of Orthopaedic Surgeons,20000.000000
2014,1,33679,American Association of Orthopaedic Surgeons,356565.000000
2011,4,42121,Military Officers Association of America,423840.000000
2012,3,42121,Military Officers Association of America,381622.000000
2013,2,42121,Military Officers Association of America,563548.000000
2014,1,42121,Military Officers Association of America,418078.000000
2014,4,42121,Military Officers Association of America,411885.000000
2015,3,42121,Military Officers Association of America,492016.000000
2016,2,42121,Military Officers Association of America,515990.000000
2017,1,42121,Military Officers Association of America,423683.000000
2017,4,42121,Military Officers Association of America,356709.000000
2018,3,42121,Military Officers Association of America,414436.000000
2019,2,42121,Military Officers Association of America,536012.000000
2020,1,42121,Military Officers Association of America,449471.000000
2013,4,45053,AZOA Services Corp.,590000.000000
2014,3,45053,AZOA Services Corp.,590000.000000
2015,2,45053,AZOA Services Corp.,590000.000000
2016,1,45053,AZOA Services Corp.,600000.000000
2016,4,45053,AZOA Services Corp.,600000.000000
2017,3,45053,AZOA Services Corp.,530000.000000
2018,2,45053,AZOA Services Corp.,520000.000000
2019,1,45053,AZOA Services Corp.,530000.000000
2019,4,45053,AZOA Services Corp.,310000.000000
2020,3,45053,AZOA Services Corp.,305000.000000
2021,2,45053,AZOA Services Corp.,560000.000000
2022,1,45053,AZOA Services Corp.,530000.000000
2022,4,45053,AZOA Services Corp.,520000.000000
2023,3,45053,AZOA Services Corp.,480000.000000
2024,2,45053,AZOA Services Corp.,510000.000000
2017,4,48709,Open Society Policy Center Inc.,5155000.000000
2018,3,48709,Open Society Policy Center Inc.,3870000.000000
2019,2,48709,Open Society Policy Center Inc.,1980000.000000
2020,1,48709,Open Society Policy Center Inc.,45000.000000
2020,4,48709,Open Society Policy Center Inc.,45000.000000
2021,3,48709,Open Society Policy Center Inc.,10000.000000
2023,1,48709,Open Society Policy Center Inc.,1570000.000000
2023,4,48709,Open Society Policy Center Inc.,400000.000000
2024,3,48709,Open Society Policy Center Inc.,110000.000000
2012,4,48835,BB&T Corp.,313900.000000
2013,3,48835,BB&T Corp.,262332.000000
2014,2,48835,BB&T Corp.,182762.000000
2015,1,48835,BB&T Corp.,182000.000000
2015,4,48835,BB&T Corp.,188000.000000
2016,3,48835,BB&T Corp.,299586.000000
2017,2,48835,BB&T Corp.,160987.000000
2018,1,48835,BB&T Corp.,324247.000000
2018,4,48835,BB&T Corp.,299252.000000
2019,3,48835,BB&T Corp.,300000.000000
2020,2,48835,BB&T Corp.,420000.000000
2021,1,48835,BB&T Corp.,570000.000000
2021,4,48835,BB&T Corp.,570000.000000
2022,3,48835,BB&T Corp.,1025000.000000
2023,2,48835,BB&T Corp.,260000.000000
2024,1,48835,BB&T Corp.,1320000.000000
2021,4,49807,National Association of Realtors,2205000.000000
2022,3,49807,National Association of Realtors,4928333.333333
2023,2,49807,National Association of Realtors,1731666.666666
2024,1,49807,National Association of Realtors,2508333.333333
2024,4,49807,National Association of Realtors,3856666.666666
2019,4,53545,National Multifamily Housing Council,373333.333333
2020,3,53545,National Multifamily Housing Council,580000.000000
2021,2,53545,National Multifamily Housing Council,2040000.000000
2022,1,53545,National Multifamily Housing Council,900000.000000
2022,4,53545,National Multifamily Housing Council,990000.000000
2020,4,22796,Friends Committee on National Legislation,507500.000000
2021,3,22796,Friends Committee on National Legislation,500000.000000
2022,2,22796,Friends Committee on National Legislation,1000000.000000
2023,1,22796,Friends Committee on National Legislation,1000000.000000
2023,4,22796,Friends Committee on National Legislation,1000000.000000
2024,3,22796,Friends Committee on National Legislation,1000000.000000
2011,4,23796,Distilled Spirits Council of the United States,307500.000000
2012,3,23796,Distilled Spirits Council of the United States,330000.000000
2013,2,23796,Distilled Spirits Council of the United States,387500.000000
2014,1,23796,Distilled Spirits Council of the United States,385000.000000
2014,4,23796,Distilled Spirits Council of the United States,345000.000000
2015,3,23796,Distilled Spirits Council of the United States,264000.000000
2016,2,23796,Distilled Spirits Council of the United States,336000.000000
2017,1,23796,Distilled Spirits Council of the United States,312000.000000
2017,4,23796,Distilled Spirits Council of the United States,433333.333333
2018,3,23796,Distilled Spirits Council of the United States,470000.000000
2019,2,23796,Distilled Spirits Council of the United States,560000.000000
2020,1,23796,Distilled Spirits Council of the United States,665000.000000
2010,1,28928,Disney Worldwide Services Inc.,1250000.000000
2024,4,29779,American Medical Association,1697500.000000
2010,3,31392,U.S. Beet Sugar Association,450000.000000
2011,2,31392,U.S. Beet Sugar Association,450000.000000
2012,1,31392,U.S. Beet Sugar Association,450000.000000
2012,4,31392,U.S. Beet Sugar Association,450000.000000
2013,3,31392,U.S. Beet Sugar Association,450000.000000
2014,2,31392,U.S. Beet Sugar Association,450000.000000
2015,1,31392,U.S. Beet Sugar Association,450000.000000
2023,4,33260,Gun Owners of America Inc.,720588.000000
2016,4,42121,Military Officers Association of America,981891.000000
2017,3,42121,Military Officers Association of America,390191.000000
2018,2,42121,Military Officers Association of America,491384.000000
2019,1,42121,Military Officers Association of America,467038.000000
2019,4,42121,Military Officers Association of America,449471.000000
2020,3,42121,Military Officers Association of America,408089.000000
2021,2,42121,Military Officers Association of America,504223.000000
2022,1,42121,Military Officers Association of America,410774.000000
2022,4,42121,Military Officers Association of America,511337.000000
2023,3,42121,Military Officers Association of America,468071.000000
2024,2,42121,Military Officers Association of America,686072.000000
2021,4,45053,AZOA Services Corp.,560000.000000
2022,3,45053,AZOA Services Corp.,520000.000000
2023,2,45053,AZOA Services Corp.,480000.000000
2024,1,45053,AZOA Services Corp.,510000.000000
2024,4,45053,AZOA Services Corp.,510000.000000
2012,2,48835,BB&T Corp.,130400.000000
2013,1,48835,BB&T Corp.,203800.000000
2013,4,48835,BB&T Corp.,504080.000000
2014,3,48835,BB&T Corp.,548583.000000
2015,2,48835,BB&T Corp.,117500.000000
2016,1,48835,BB&T Corp.,71800.000000
2013,4,49807,National Association of Realtors,2538000.000000
2014,3,49807,National Association of Realtors,3606000.000000
2015,2,49807,National Association of Realtors,2740000.000000
2016,1,49807,National Association of Realtors,4000000.000000
2016,4,49807,National Association of Realtors,6526666.666666
2017,3,49807,National Association of Realtors,3730000.000000
2018,2,49807,National Association of Realtors,3585000.000000
2019,1,49807,National Association of Realtors,1945000.000000
2019,4,49807,National Association of Realtors,1881666.666666
2016,3,29779,American Medical Association,819500.000000
2017,2,29779,American Medical Association,1105500.000000
2018,1,29779,American Medical Association,1367500.000000
2018,4,29779,American Medical Association,997500.000000
2019,3,29779,American Medical Association,963500.000000
2020,2,29779,American Medical Association,817500.000000
2021,1,29779,American Medical Association,1635000.000000
2021,4,29779,American Medical Association,1237500.000000
2022,3,29779,American Medical Association,1135000.000000
2023,2,29779,American Medical Association,998000.000000
2024,1,29779,American Medical Association,1504000.000000
2010,1,31130,Qwest Communications International Inc.,1035175.000000
2015,4,31392,U.S. Beet Sugar Association,450000.000000
2016,3,31392,U.S. Beet Sugar Association,450000.000000
2017,2,31392,U.S. Beet Sugar Association,450000.000000
2018,1,31392,U.S. Beet Sugar Association,450000.000000
2018,4,31392,U.S. Beet Sugar Association,400000.000000
2019,3,31392,U.S. Beet Sugar Association,400000.000000
2020,2,31392,U.S. Beet Sugar Association,400000.000000
2021,1,31392,U.S. Beet Sugar Association,235000.000000
2021,4,31392,U.S. Beet Sugar Association,250000.000000
2022,3,31392,U.S. Beet Sugar Association,570000.000000
2023,2,31392,U.S. Beet Sugar Association,505000.000000
2024,1,31392,U.S. Beet Sugar Association,505000.000000
2024,4,31392,U.S. Beet Sugar Association,505000.000000
2010,3,33260,Gun Owners of America Inc.,333171.000000
2011,2,33260,Gun Owners of America Inc.,353655.000000
2012,1,33260,Gun Owners of America Inc.,272075.000000
2012,4,33260,Gun Owners of America Inc.,436319.000000
2013,3,33260,Gun Owners of America Inc.,289915.000000
2014,2,33260,Gun Owners of America Inc.,359205.000000
2015,1,33260,Gun Owners of America Inc.,334392.000000
2014,4,33679,American Association of Orthopaedic Surgeons,428706.000000
2015,3,33679,American Association of Orthopaedic Surgeons,203569.000000
2016,2,33679,American Association of Orthopaedic Surgeons,508077.000000
2017,1,33679,American Association of Orthopaedic Surgeons,541064.000000
2017,4,33679,American Association of Orthopaedic Surgeons,480689.000000
2018,3,33679,American Association of Orthopaedic Surgeons,653881.000000
2019,2,33679,American Association of Orthopaedic Surgeons,538681.000000
2020,1,33679,American Association of Orthopaedic Surgeons,489104.000000
2020,4,33679,American Association of Orthopaedic Surgeons,329804.000000
2021,3,33679,American Association of Orthopaedic Surgeons,252709.000000
2022,2,33679,American Association of Orthopaedic Surgeons,374911.000000
2023,1,33679,American Association of Orthopaedic Surgeons,431429.000000
2023,4,33679,American Association of Orthopaedic Surgeons,484754.000000
2024,3,33679,American Association of Orthopaedic Surgeons,393590.000000
2010,1,42121,Military Officers Association of America,483459.000000
2010,4,42121,Military Officers Association of America,194515.000000
2011,3,42121,Military Officers Association of America,503458.000000
2012,2,42121,Military Officers Association of America,522516.000000
2013,1,42121,Military Officers Association of America,409513.000000
2013,4,42121,Military Officers Association of America,420747.000000
2014,3,42121,Military Officers Association of America,413551.000000
2015,2,42121,Military Officers Association of America,542106.000000
2016,1,42121,Military Officers Association of America,505872.000000
2012,4,45053,AZOA Services Corp.,560000.000000
2013,3,45053,AZOA Services Corp.,570000.000000
2014,2,45053,AZOA Services Corp.,590000.000000
2015,1,45053,AZOA Services Corp.,590000.000000
2020,3,49807,National Association of Realtors,5610000.000000
2021,2,49807,National Association of Realtors,1725000.000000
2022,1,49807,National Association of Realtors,2075000.000000
2022,4,49807,National Association of Realtors,4261666.666666
2023,3,49807,National Association of Realtors,1731666.666666
2024,2,49807,National Association of Realtors,2795000.000000
2010,1,53545,National Multifamily Housing Council,380000.000000
2024,4,54262,ConocoPhillips Co.,1041250.000000
2013,4,54955,American College of Radiology Association,485890.500000
2014,3,54955,American College of Radiology Association,413175.500000
2015,2,54955,American College of Radiology Association,533053.500000
2016,1,54955,American College of Radiology Association,422229.500000
2016,4,54955,American College of Radiology Association,217652.000000
2017,3,54955,American College of Radiology Association,287313.000000
2018,2,54955,American College of Radiology Association,521883.000000
2019,1,54955,American College of Radiology Association,237326.000000
2019,4,54955,American College of Radiology Association,106953.000000
2020,3,54955,American College of Radiology Association,150676.500000
2021,2,54955,American College of Radiology Association,143309.000000
2022,1,54955,American College of Radiology Association,128366.000000
2022,4,54955,American College of Radiology Association,121083.000000
2023,3,54955,American College of Radiology Association,124999.500000
2024,2,54955,American College of Radiology Association,176771.500000
2021,4,68834,CVS Health,280000.000000
2022,3,68834,CVS Health,195454.545454
2023,2,68834,CVS Health,223333.333333
2024,1,68834,CVS Health,583333.333333
2024,4,68834,CVS Health,384166.666666
2010,3,70834,American Hospital Association,591875.000000
2011,2,70834,American Hospital Association,593750.000000
2012,1,70834,American Hospital Association,546250.000000
2012,4,70834,American Hospital Association,708125.000000
2013,3,70834,American Hospital Association,580714.285714
2014,2,70834,American Hospital Association,769166.666666
2015,1,70834,American Hospital Association,819166.666666
2015,4,86263,International Association of Machinists and Aerospace Workers,485000.000000
2016,3,86263,International Association of Machinists and Aerospace Workers,620000.000000
2017,2,86263,International Association of Machinists and Aerospace Workers,460000.000000
2018,1,86263,International Association of Machinists and Aerospace Workers,415000.000000
2018,4,86263,International Association of Machinists and Aerospace Workers,445000.000000
2019,3,86263,International Association of Machinists and Aerospace Workers,670000.000000
2020,2,86263,International Association of Machinists and Aerospace Workers,810000.000000
2021,1,86263,International Association of Machinists and Aerospace Workers,510000.000000
2021,4,86263,International Association of Machinists and Aerospace Workers,1400000.000000
2022,3,86263,International Association of Machinists and Aerospace Workers,660000.000000
2023,2,86263,International Association of Machinists and Aerospace Workers,640000.000000
2024,1,86263,International Association of Machinists and Aerospace Workers,710000.000000
2010,3,86642,National Association of Federally-Insured Credit Unions,610000.000000
2011,2,86642,National Association of Federally-Insured Credit Unions,610000.000000
2012,1,86642,National Association of Federally-Insured Credit Unions,550000.000000
2010,1,91032,Bayer Corp.,406066.666666
2016,4,92776,Philips Electronics North America Corp.,160000.000000
2017,3,92776,Philips Electronics North America Corp.,110000.000000
2018,2,92776,Philips Electronics North America Corp.,410000.000000
2020,3,29779,American Medical Association,901500.000000
2021,2,29779,American Medical Association,1100000.000000
2022,1,29779,American Medical Association,1675000.000000
2022,4,29779,American Medical Association,1310000.000000
2023,3,29779,American Medical Association,732000.000000
2024,2,29779,American Medical Association,1072000.000000
2010,4,31130,Qwest Communications International Inc.,307620.500000
2011,4,31392,U.S. Beet Sugar Association,450000.000000
2012,3,31392,U.S. Beet Sugar Association,450000.000000
2013,2,31392,U.S. Beet Sugar Association,450000.000000
2014,1,31392,U.S. Beet Sugar Association,450000.000000
2014,4,31392,U.S. Beet Sugar Association,450000.000000
2015,3,31392,U.S. Beet Sugar Association,450000.000000
2016,2,31392,U.S. Beet Sugar Association,450000.000000
2017,1,31392,U.S. Beet Sugar Association,450000.000000
2017,4,31392,U.S. Beet Sugar Association,450000.000000
2018,3,31392,U.S. Beet Sugar Association,400000.000000
2019,2,31392,U.S. Beet Sugar Association,400000.000000
2020,1,31392,U.S. Beet Sugar Association,400000.000000
2020,4,31392,U.S. Beet Sugar Association,400000.000000
2021,3,31392,U.S. Beet Sugar Association,250000.000000
2022,2,31392,U.S. Beet Sugar Association,570000.000000
2023,1,31392,U.S. Beet Sugar Association,505000.000000
2010,2,33260,Gun Owners of America Inc.,324114.000000
2011,1,33260,Gun Owners of America Inc.,303367.000000
2018,4,33679,American Association of Orthopaedic Surgeons,323071.000000
2019,3,33679,American Association of Orthopaedic Surgeons,536954.000000
2020,2,33679,American Association of Orthopaedic Surgeons,464047.000000
2021,1,33679,American Association of Orthopaedic Surgeons,248040.000000
2021,4,33679,American Association of Orthopaedic Surgeons,411657.000000
2022,3,33679,American Association of Orthopaedic Surgeons,319516.000000
2023,2,33679,American Association of Orthopaedic Surgeons,477238.000000
2024,1,33679,American Association of Orthopaedic Surgeons,424674.000000
2024,4,33679,American Association of Orthopaedic Surgeons,518655.000000
2024,4,42121,Military Officers Association of America,475175.000000
2010,3,45053,AZOA Services Corp.,420000.000000
2011,2,45053,AZOA Services Corp.,570000.000000
2012,1,45053,AZOA Services Corp.,580000.000000
