Year,Quarter,client_lobby_actor_id,client_name,LDA_lobbying_expenses_avg
2021,3,54262,ConocoPhillips Co.,160000.000000
2022,2,54262,ConocoPhillips Co.,302000.000000
2023,1,54262,ConocoPhillips Co.,720000.000000
2023,4,54262,ConocoPhillips Co.,746250.000000
2024,3,54262,ConocoPhillips Co.,208750.000000
2017,4,54955,American College of Radiology Association,336158.000000
2018,3,54955,American College of Radiology Association,330421.000000
2019,2,54955,American College of Radiology Association,103076.500000
2020,1,54955,American College of Radiology Association,256737.000000
2020,4,54955,American College of Radiology Association,249730.000000
2021,3,54955,American College of Radiology Association,132513.000000
2022,2,54955,American College of Radiology Association,148634.500000
2023,1,54955,American College of Radiology Association,150295.500000
2023,4,54955,American College of Radiology Association,134988.500000
2024,3,54955,American College of Radiology Association,129670.500000
2010,3,57099,Business Roundtable Inc.,218692.307692
2011,2,57099,Business Roundtable Inc.,277083.333333
2012,1,57099,Business Roundtable Inc.,228600.000000
2021,4,58786,AFL-CIO,760000.000000
2022,3,58786,AFL-CIO,520000.000000
2023,2,58786,AFL-CIO,640000.000000
2024,1,58786,AFL-CIO,520000.000000
2024,4,58786,AFL-CIO,620000.000000
2017,4,68834,CVS Health,282857.142857
2018,3,68834,CVS Health,226500.000000
2019,2,68834,CVS Health,206785.714285
2020,1,68834,CVS Health,332916.666666
2020,4,68834,CVS Health,250000.000000
2021,3,68834,CVS Health,231666.666666
2022,2,68834,CVS Health,181818.181818
2023,1,68834,CVS Health,835555.555555
2023,4,68834,CVS Health,302857.142857
2024,3,68834,CVS Health,298333.333333
2010,2,70834,American Hospital Association,572500.000000
2011,1,70834,American Hospital Association,560000.000000
2019,4,86263,International Association of Machinists and Aerospace Workers,670000.000000
2020,3,86263,International Association of Machinists and Aerospace Workers,510000.000000
2021,2,86263,International Association of Machinists and Aerospace Workers,510000.000000
2022,1,86263,International Association of Machinists and Aerospace Workers,1695000.000000
2022,4,86263,International Association of Machinists and Aerospace Workers,950000.000000
2023,3,86263,International Association of Machinists and Aerospace Workers,900000.000000
2024,2,86263,International Association of Machinists and Aerospace Workers,650000.000000
2010,3,87583,American Cancer Society Cancer Action Network Inc.,300500.000000
2011,2,87583,American Cancer Society Cancer Action Network Inc.,150500.000000
2012,1,87583,American Cancer Society Cancer Action Network Inc.,271666.666666
2012,4,92776,Philips Electronics North America Corp.,510000.000000
2013,3,92776,Philips Electronics North America Corp.,310000.000000
2014,2,92776,Philips Electronics North America Corp.,190000.000000
2015,1,92776,Philips Electronics North America Corp.,235000.000000
2015,4,92776,Philips Electronics North America Corp.,165000.000000
2016,3,92776,Philips Electronics North America Corp.,160000.000000
2017,2,92776,Philips Electronics North America Corp.,130000.000000
2018,1,92776,Philips Electronics North America Corp.,390000.000000
2018,4,92776,Philips Electronics North America Corp.,260000.000000
2019,3,92776,Philips Electronics North America Corp.,420000.000000
2020,2,92776,Philips Electronics North America Corp.,470000.000000
2021,1,92776,Philips Electronics North America Corp.,470000.000000
2021,4,92776,Philips Electronics North America Corp.,720000.000000
2022,3,92776,Philips Electronics North America Corp.,640000.000000
2023,2,92776,Philips Electronics North America Corp.,570000.000000
2024,1,92776,Philips Electronics North America Corp.,480000.000000
